,train_loss,train_acc,val_loss,val_acc,total_params,total_flops,remaining_filters
0,0.7936816215515137,0.7709800004959106,0.9347435832023621,0.7353000044822693,271690,40813184,"[16, 16, 16, 16, 16, 16, 16, 32, 32, 32, 32, 32, 32, 32, 64, 64, 64, 64, 64, 64, 64]"
